Date,State,Price,PrevMonthPrice,PrevYearPrice,ChangePrevMonth,ChangePrevYear
2020-05-01,Nagaland,4924.0,4889.5,4790.5,0.7055936189794457,2.7867654733326375
2020-05-01,Rajasthan,4600.0,4620.0,4465.0,-0.4329004329004329,3.0235162374020157
2020-05-01,Tamil Nadu,6923.0,7270.0,6065.0,-4.773039889958734,14.14674361088211
2020-05-01,Telangana,5307.0,4953.0,4844.0,7.147183525136282,9.558216350123864
2020-05-01,Uttar Pradesh,4848.0,4826.0,4175.0,0.45586406962287607,16.11976047904192
2020-05-01,Uttrakhand,4924.0,4889.5,4790.5,0.7055936189794457,2.7867654733326375
2020-06-01,Andhra Pradesh,4997.0,5169.0,5117.0,-3.327529502805185,-2.345124096150088
2020-06-01,Chattisgarh,4022.0,3565.0,3784.0,12.819074333800842,6.289640591966174
2020-06-01,Gujarat,5597.0,5807.0,5300.0,-3.61632512484932,5.60377358490566
2020-06-01,Karnataka,5311.0,5000.0,5141.0,6.22,3.3067496595993
2020-06-01,Madhya Pradesh,4636.0,4818.0,3850.0,-3.7775010377750107,20.415584415584416
2020-06-01,Maharashtra,4684.0,4401.0,5108.0,6.430356737105203,-8.300704776820673
2020-06-01,Manipur,4761.0,4924.0,4947.0,-3.3103168155970755,-3.759854457246816
2020-06-01,Nagaland,4761.0,4924.0,4947.0,-3.3103168155970755,-3.759854457246816
2020-06-01,Rajasthan,4349.0,4600.0,4031.0,-5.456521739130435,7.888861324733316
2020-06-01,Tamil Nadu,7132.0,6923.0,6645.0,3.018922432471472,7.328818660647103
2020-06-01,Telangana,4517.0,5307.0,4786.0,-14.88599962313925,-5.62055996656916
2020-06-01,Uttar Pradesh,4838.0,4848.0,4751.0,-0.20627062706270624,1.8311934329614816
2020-06-01,Uttrakhand,4761.0,4924.0,4947.0,-3.3103168155970755,-3.759854457246816
2020-07-01,Andhra Pradesh,4925.0,4997.0,5759.0,-1.4408645187112268,-14.481680847369335
2020-07-01,Chattisgarh,4759.0,4022.0,4389.0,18.32421680755843,8.430166324903167
2020-07-01,Gujarat,5532.0,5597.0,5348.0,-1.1613364302304805,3.4405385190725504
2020-07-01,Karnataka,5536.0,5311.0,5080.0,4.236490303144417,8.976377952755906
2020-07-01,Madhya Pradesh,4925.0,4636.0,4523.0,6.233822260569457,8.887906256909131
2020-07-01,Maharashtra,5070.0,4684.0,5391.0,8.240819812126388,-5.954368391764051
2020-07-01,Manipur,4925.0,4761.0,4959.5,3.444654484352027,-0.695634640588769
2020-07-01,Nagaland,4925.0,4761.0,4959.5,3.444654484352027,-0.695634640588769
2020-07-01,Rajasthan,3874.0,4349.0,4639.0,-10.92205104621752,-16.490622979090322
2020-07-01,Tamil Nadu,7467.0,7132.0,7293.0,4.697139652271452,2.385849444672974
2020-07-01,Telangana,4210.0,4517.0,4300.0,-6.796546380340934,-2.0930232558139537
2020-07-01,Uttar Pradesh,4743.0,4838.0,4839.0,-1.9636213311285657,-1.9838809671419715
2020-07-01,Uttrakhand,4925.0,4761.0,4959.5,3.444654484352027,-0.695634640588769
